,Shabda,Varga
10170,grāmaṇī,nānārthavargaḥ
10171,grāmaṇī,nānārthavargaḥ
10172,grāmaṇī,nānārthavargaḥ
10173,ūrṇā,nānārthavargaḥ
10174,ūrṇā,nānārthavargaḥ
10175,hariṇī,nānārthavargaḥ
10176,hariṇī,nānārthavargaḥ
10177,hariṇī,nānārthavargaḥ
10178,sthūṇā,nānārthavargaḥ
10179,sthūṇā,nānārthavargaḥ
10180,tṛṣṇā,nānārthavargaḥ
10181,tṛṣṇā,nānārthavargaḥ
10182,ghṛṇā,nānārthavargaḥ
10183,vipaṇi,nānārthavargaḥ
10184,vāruṇī,nānārthavargaḥ
10185,vāruṇī,nānārthavargaḥ
10186,kareṇu,nānārthavargaḥ
10187,kareṇu,nānārthavargaḥ
10188,draviṇa,nānārthavargaḥ
10189,draviṇa,nānārthavargaḥ
10190,śaraṇa,nānārthavargaḥ
10191,śaraṇa,nānārthavargaḥ
10192,śrīparṇa,nānārthavargaḥ
10193,tīkṣṇa,nānārthavargaḥ
10194,tīkṣṇa,nānārthavargaḥ
10195,pramāṇa,nānārthavargaḥ
10196,pramāṇa,nānārthavargaḥ
10197,pramāṇa,nānārthavargaḥ
10198,pramāṇa,nānārthavargaḥ
10199,pramāṇa,nānārthavargaḥ
10200,karaṇa,nānārthavargaḥ
10201,karaṇa,nānārthavargaḥ
10202,karaṇa,nānārthavargaḥ
10203,karaṇa,nānārthavargaḥ
10204,saṃsaraṇa,nānārthavargaḥ
10205,saṃsaraṇa,nānārthavargaḥ
10206,samudgiraṇa,nānārthavargaḥ
10207,samudgiraṇa,nānārthavargaḥ
10208,viṣāṇa,nānārthavargaḥ
10209,viṣāṇa,nānārthavargaḥ
10210,pravaṇa,nānārthavargaḥ
10211,pravaṇa,nānārthavargaḥ
10212,pravaṇa,nānārthavargaḥ
10213,saṅkīrṇa,nānārthavargaḥ
10214,saṅkīrṇa,nānārthavargaḥ
10215,īriṇa,nānārthavargaḥ
10216,īriṇa,nānārthavargaḥ
10217,varaṇa,nānārthavargaḥ
10218,veṇī,nānārthavargaḥ
10219,veṇī,nānārthavargaḥ
10220,vivasvat,nānārthavargaḥ
10221,sarasvat,nānārthavargaḥ
10222,śakunta,nānārthavargaḥ
10223,dhūmaketu,nānārthavargaḥ
10224,dhūmaketu,nānārthavargaḥ
10225,jīmūta,nānārthavargaḥ
10226,hasta,nānārthavargaḥ
10227,hasta,nānārthavargaḥ
10228,marut,nānārthavargaḥ
10229,yantṛ,nānārthavargaḥ
10230,bhartṛ,nānārthavargaḥ
10231,bhartṛ,nānārthavargaḥ
10232,pota,nānārthavargaḥ
10233,ketu,nānārthavargaḥ
10234,ketu,nānārthavargaḥ
10235,suta,nānārthavargaḥ
10236,sthapati,nānārthavargaḥ
10237,bhūbhṛt,nānārthavargaḥ
10238,bhūbhṛt,nānārthavargaḥ
10239,mūrdhābhiṣikta,nānārthavargaḥ
10240,ṛtu,nānārthavargaḥ
10241,ajita,nānārthavargaḥ
10242,avyakta,nānārthavargaḥ
10243,sūta,nānārthavargaḥ
10244,vyakta,nānārthavargaḥ
10245,dṛṣṭānta,nānārthavargaḥ
10246,dṛṣṭānta,nānārthavargaḥ
10247,kṣantrṛ,nānārthavargaḥ
10248,vṛttānta,nānārthavargaḥ
10249,vṛttānta,nānārthavargaḥ
10250,vṛttānta,nānārthavargaḥ
10251,ānarta,nānārthavargaḥ
10252,ānarta,nānārthavargaḥ
10253,ānarta,nānārthavargaḥ
10254,kṛtānta,nānārthavargaḥ
10255,kṛtānta,nānārthavargaḥ
10256,kṛtānta,nānārthavargaḥ
10257,dhātu,nānārthavargaḥ
10258,dhātu,nānārthavargaḥ
10259,dhātu,nānārthavargaḥ
10260,dhātu,nānārthavargaḥ
10261,dhātu,nānārthavargaḥ
10262,dhātu,nānārthavargaḥ
10263,dhātu,nānārthavargaḥ
10264,śuddhānta,nānārthavargaḥ
10265,śuddhānta,nānārthavargaḥ
10266,mūrti,nānārthavargaḥ
10267,śakti,nānārthavargaḥ
10268,vratati,nānārthavargaḥ
10269,vasati,nānārthavargaḥ
10270,vasati,nānārthavargaḥ
10271,apaciti,nānārthavargaḥ
10272,sāti,nānārthavargaḥ
10273,arti,nānārthavargaḥ
10274,arti,nānārthavargaḥ
10275,jāti,nānārthavargaḥ
10276,jāti,nānārthavargaḥ
10277,īti,nānārthavargaḥ
10278,īti,nānārthavargaḥ
10279,rīti,nānārthavargaḥ
10280,rīti,nānārthavargaḥ
10281,prāpti,nānārthavargaḥ
10282,prāpti,nānārthavargaḥ
10283,tretā,nānārthavargaḥ
10284,tretā,nānārthavargaḥ
10285,mahatī,nānārthavargaḥ
10286,bhūti,nānārthavargaḥ
10287,bhogavatī,nānārthavargaḥ
10288,bhogavatī,nānārthavargaḥ
10289,bhogavatī,nānārthavargaḥ
10290,samiti,nānārthavargaḥ
10291,samiti,nānārthavargaḥ
10292,kṣiti,nānārthavargaḥ
10293,kṣiti,nānārthavargaḥ
10294,heti,nānārthavargaḥ
10295,heti,nānārthavargaḥ
10296,jagatī,nānārthavargaḥ
10297,paṅkti,nānārthavargaḥ
10298,paṅkti,nānārthavargaḥ
10299,āyati,nānārthavargaḥ
10300,patti,nānārthavargaḥ
10301,prakṛti,nānārthavargaḥ
10302,prakṛti,nānārthavargaḥ
10303,vṛtti,nānārthavargaḥ
10304,sikatā,nānārthavargaḥ
10305,śruti,nānārthavargaḥ
10306,śruti,nānārthavargaḥ
10307,vanitā,nānārthavargaḥ
10308,gupti,nānārthavargaḥ
10309,dhṛti,nānārthavargaḥ
10310,dhṛti,nānārthavargaḥ
10311,bṛhatī,nānārthavargaḥ
10312,bṛhatī,nānārthavargaḥ
10313,vāsitā,nānārthavargaḥ
10314,vāsitā,nānārthavargaḥ
10315,vārtā,nānārthavargaḥ
10316,vārta,nānārthavargaḥ
10317,vārta,nānārthavargaḥ
10318,ghṛta,nānārthavargaḥ
10319,kaladhauta,nānārthavargaḥ
10320,kaladhauta,nānārthavargaḥ
10321,nimitta,nānārthavargaḥ
10322,nimitta,nānārthavargaḥ
10323,śruta,nānārthavargaḥ
10324,śruta,nānārthavargaḥ
10325,kṛta,nānārthavargaḥ
10326,kṛta,nānārthavargaḥ
10327,atyāhita,nānārthavargaḥ
10328,atyāhita,nānārthavargaḥ
10329,bhūta,nānārthavargaḥ
10330,bhūta,nānārthavargaḥ
10331,bhūta,nānārthavargaḥ
10332,bhūta,nānārthavargaḥ
10333,bhūta,nānārthavargaḥ
10334,vṛtta,nānārthavargaḥ
10335,vṛtta,nānārthavargaḥ
10336,vṛtta,nānārthavargaḥ
10337,vṛtta,nānārthavargaḥ
10338,mahat,nānārthavargaḥ
10339,avagīta,nānārthavargaḥ
10340,avagīta,nānārthavargaḥ
10341,śveta,nānārthavargaḥ
10342,rajata,nānārthavargaḥ
10343,rajata,nānārthavargaḥ
10344,rajata,nānārthavargaḥ
10345,jagat,nānārthavargaḥ
10346,rakta,nānārthavargaḥ
10347,avadāta,nānārthavargaḥ
10348,avadāta,nānārthavargaḥ
10349,avadāta,nānārthavargaḥ
10350,saṃskṛta,nānārthavargaḥ
10351,saṃskṛta,nānārthavargaḥ
10352,abhinīta,nānārthavargaḥ
10353,abhinīta,nānārthavargaḥ
10354,abhinīta,nānārthavargaḥ
10355,ananta,nānārthavargaḥ
10356,pratīta,nānārthavargaḥ
10357,abhijāta,nānārthavargaḥ
10358,abhijāta,nānārthavargaḥ
10359,vivikti,nānārthavargaḥ
10360,vivikti,nānārthavargaḥ
10361,mūrchita,nānārthavargaḥ
10362,mūrchita,nānārthavargaḥ
10363,śiti,nānārthavargaḥ
10364,śiti,nānārthavargaḥ
10365,śukta,nānārthavargaḥ
10366,śukta,nānārthavargaḥ
10367,sat,nānārthavargaḥ
10368,sat,nānārthavargaḥ
10369,sat,nānārthavargaḥ
10370,sat,nānārthavargaḥ
10371,sat,nānārthavargaḥ
10372,puraskṛta,nānārthavargaḥ
10373,puraskṛta,nānārthavargaḥ
10374,nivāta,nānārthavargaḥ
10375,nivāta,nānārthavargaḥ
10376,nivāta,nānārthavargaḥ
10377,nivāta,nānārthavargaḥ
10378,ucchrita,nānārthavargaḥ
10379,ucchrita,nānārthavargaḥ
10380,ucchrita,nānārthavargaḥ
10381,utthita,nānārthavargaḥ
10382,utthita,nānārthavargaḥ
10383,utthita,nānārthavargaḥ
10384,ādṛta,nānārthavargaḥ
10385,ādṛta,nānārthavargaḥ
10386,artha,nānārthavargaḥ
10387,artha,nānārthavargaḥ
10388,artha,nānārthavargaḥ
10389,artha,nānārthavargaḥ
10390,tīrtha,nānārthavargaḥ
10391,tīrtha,nānārthavargaḥ
10392,tīrtha,nānārthavargaḥ
10393,tīrtha,nānārthavargaḥ
10394,samartha,nānārthavargaḥ
10395,samartha,nānārthavargaḥ
10396,samartha,nānārthavargaḥ
10397,daśamīstha,nānārthavargaḥ
10398,daśamīstha,nānārthavargaḥ
10399,vīthī,nānārthavargaḥ
10400,āsthā,nānārthavargaḥ
10401,āsthā,nānārthavargaḥ
10402,prastha,nānārthavargaḥ
10403,grantha,nānārthavargaḥ
10404,grantha,nānārthavargaḥ
10405,saṃsthā,nānārthavargaḥ
10406,saṃsthā,nānārthavargaḥ
10407,saṃsthā,nānārthavargaḥ
10408,chanda,nānārthavargaḥ
10409,chanda,nānārthavargaḥ
10410,abda,nānārthavargaḥ
10411,abda,nānārthavargaḥ
10412,apavāda,nānārthavargaḥ
10413,apavāda,nānārthavargaḥ
10414,dāyāda,nānārthavargaḥ
10415,dāyāda,nānārthavargaḥ
10416,pāda,nānārthavargaḥ
10417,pāda,nānārthavargaḥ
10418,tamonud,nānārthavargaḥ
10419,tamonud,nānārthavargaḥ
10420,tamonud,nānārthavargaḥ
10421,nirvāda,nānārthavargaḥ
10422,śāda,nānārthavargaḥ
10423,ākranda,nānārthavargaḥ
10424,ākranda,nānārthavargaḥ
10425,ākranda,nānārthavargaḥ
10426,prasāda,nānārthavargaḥ
10427,sūda,nānārthavargaḥ
10428,govinda,nānārthavargaḥ
10429,āmoda,nānārthavargaḥ
10430,āmoda,nānārthavargaḥ
10431,kakuda,nānārthavargaḥ
10432,kakuda,nānārthavargaḥ
10433,kakuda,nānārthavargaḥ
10434,saṃvid,nānārthavargaḥ
10435,saṃvid,nānārthavargaḥ
10436,saṃvid,nānārthavargaḥ
10437,saṃvid,nānārthavargaḥ
10438,upaniṣad,nānārthavargaḥ
10439,upaniṣad,nānārthavargaḥ
10440,śarad,nānārthavargaḥ
10441,pada,nānārthavargaḥ
10442,pada,nānārthavargaḥ
10443,pada,nānārthavargaḥ
10444,pada,nānārthavargaḥ
10445,pada,nānārthavargaḥ
10446,pada,nānārthavargaḥ
10447,goṣpada,nānārthavargaḥ
10448,goṣpada,nānārthavargaḥ
10449,āspada,nānārthavargaḥ
10450,āspada,nānārthavargaḥ
10451,svādu,nānārthavargaḥ
10452,svādu,nānārthavargaḥ
10453,mṛdu,nānārthavargaḥ
10454,manda,nānārthavargaḥ
10455,manda,nānārthavargaḥ
10456,manda,nānārthavargaḥ
10457,manda,nānārthavargaḥ
10458,śārada,nānārthavargaḥ
10459,śārada,nānārthavargaḥ
10460,viśārada,nānārthavargaḥ
10461,viśārada,nānārthavargaḥ
10462,nyagrodha,nānārthavargaḥ
10463,utsedha,nānārthavargaḥ
10464,utsedha,nānārthavargaḥ
10465,vivadha,nānārthavargaḥ
10466,vivadha,nānārthavargaḥ
10467,vīvadha,nānārthavargaḥ
10468,vīvadha,nānārthavargaḥ
10469,paridhi,nānārthavargaḥ
10470,paridhi,nānārthavargaḥ
10471,ādhi,nānārthavargaḥ
10472,ādhi,nānārthavargaḥ
10473,ādhi,nānārthavargaḥ
10474,samādhi,nānārthavargaḥ
10475,samādhi,nānārthavargaḥ
10476,samādhi,nānārthavargaḥ
10477,anubandha,nānārthavargaḥ
10478,anubandha,nānārthavargaḥ
10479,anubandha,nānārthavargaḥ
10480,anubandha,nānārthavargaḥ
10481,anubandha,nānārthavargaḥ
10482,avadhi,nānārthavargaḥ
10483,avadhi,nānārthavargaḥ
10484,vidhi,nānārthavargaḥ
10485,praṇidhi,nānārthavargaḥ
10486,vṛddhi,nānārthavargaḥ
10487,skandha,nānārthavargaḥ
10488,sindhu,nānārthavargaḥ
10489,sindhu,nānārthavargaḥ
10490,sindhu,nānārthavargaḥ
10491,vidhā,nānārthavargaḥ
10492,vidhā,nānārthavargaḥ
10493,sādhu,nānārthavargaḥ
10494,vadhū,nānārthavargaḥ
10495,sudhā,nānārthavargaḥ
10496,sudhā,nānārthavargaḥ
10497,sandhā,nānārthavargaḥ
10498,sandhā,nānārthavargaḥ
10499,śraddhā,nānārthavargaḥ
10500,śraddhā,nānārthavargaḥ
10501,madhu,nānārthavargaḥ
10502,madhu,nānārthavargaḥ
10503,andha,nānārthavargaḥ
10504,samunnaddha,nānārthavargaḥ
10505,samunnaddha,nānārthavargaḥ
10506,brahmabandhu,nānārthavargaḥ
10507,brahmabandhu,nānārthavargaḥ
10508,avaṣṭabdha,nānārthavargaḥ
10509,avaṣṭabdha,nānārthavargaḥ
10510,prasiddha,nānārthavargaḥ
10511,prasiddha,nānārthavargaḥ
10512,bhūtātman,nānārthavargaḥ
10513,bhūtātman,nānārthavargaḥ
10514,pṛthagjana,nānārthavargaḥ
10515,śikharin,nānārthavargaḥ
10516,śikhin,nānārthavargaḥ
10517,pratiyatna,nānārthavargaḥ
10518,pratiyatna,nānārthavargaḥ
10519,sādin,nānārthavargaḥ
10520,vājin,nānārthavargaḥ
10521,abhijana,nānārthavargaḥ
10522,hāyana,nānārthavargaḥ
10523,hāyana,nānārthavargaḥ
10524,hāyana,nānārthavargaḥ
10525,virocana,nānārthavargaḥ
10526,virocana,nānārthavargaḥ
10527,vṛjina,nānārthavargaḥ
10528,viśvakarman,nānārthavargaḥ
10529,viśvakarman,nānārthavargaḥ
10530,ātman,nānārthavargaḥ
10531,ātman,nānārthavargaḥ
10532,ātman,nānārthavargaḥ
10533,ātman,nānārthavargaḥ
10534,ātman,nānārthavargaḥ
10535,ātman,nānārthavargaḥ
10536,ghanāghana,nānārthavargaḥ
10537,ghanāghana,nānārthavargaḥ
10538,ghanāghana,nānārthavargaḥ
10539,abhimāna,nānārthavargaḥ
10540,abhimāna,nānārthavargaḥ
10541,abhimāna,nānārthavargaḥ
10542,ghana,nānārthavargaḥ
10543,ghana,nānārthavargaḥ
10544,ghana,nānārthavargaḥ
10545,ina,nānārthavargaḥ
10546,rājan,nānārthavargaḥ
10547,rājan,nānārthavargaḥ
10548,rājan,nānārthavargaḥ
10549,vāṇinī,nānārthavargaḥ
10550,vāṇinī,nānārthavargaḥ
10551,vāhinī,nānārthavargaḥ
10552,hlādinī,nānārthavargaḥ
10553,hlādinī,nānārthavargaḥ
10554,kāminī,nānārthavargaḥ
10555,tanu,nānārthavargaḥ
10556,sūnā,nānārthavargaḥ
10557,vitāna,nānārthavargaḥ
10558,vitāna,nānārthavargaḥ
10559,vitāna,nānārthavargaḥ
10560,vitāna,nānārthavargaḥ
10561,ketana,nānārthavargaḥ
10562,ketana,nānārthavargaḥ
10563,ketana,nānārthavargaḥ
10564,brahman,nānārthavargaḥ
10565,brahman,nānārthavargaḥ
10566,brahman,nānārthavargaḥ
10567,brahman,nānārthavargaḥ
10568,gandhana,nānārthavargaḥ
10569,gandhana,nānārthavargaḥ
10570,gandhana,nānārthavargaḥ
10571,ātañcana,nānārthavargaḥ
10572,ātañcana,nānārthavargaḥ
10573,ātañcana,nānārthavargaḥ
10574,vyañjana,nānārthavargaḥ
10575,vyañjana,nānārthavargaḥ
10576,vyañjana,nānārthavargaḥ
10577,vyañjana,nānārthavargaḥ
10578,kaulīna,nānārthavargaḥ
10579,kaulīna,nānārthavargaḥ
10580,udyāna,nānārthavargaḥ
10581,udyāna,nānārthavargaḥ
10582,sthāna,nānārthavargaḥ
10583,sthāna,nānārthavargaḥ
10584,devana,nānārthavargaḥ
10585,utthāna,nānārthavargaḥ
10586,utthāna,nānārthavargaḥ
10587,utthāna,nānārthavargaḥ
10588,vyutthāna,nānārthavargaḥ
10589,vyutthāna,nānārthavargaḥ
10590,sādhana,nānārthavargaḥ
10591,sādhana,nānārthavargaḥ
10592,sādhana,nānārthavargaḥ
10593,sādhana,nānārthavargaḥ
10594,sādhana,nānārthavargaḥ
10595,sādhana,nānārthavargaḥ
10596,sādhana,nānārthavargaḥ
10597,sādhana,nānārthavargaḥ
10598,niryātana,nānārthavargaḥ
10599,niryātana,nānārthavargaḥ
10600,niryātana,nānārthavargaḥ
10601,vyasana,nānārthavargaḥ
10602,vyasana,nānārthavargaḥ
10603,vyasana,nānārthavargaḥ
10604,vyasana,nānārthavargaḥ
10605,pakṣman,nānārthavargaḥ
10606,pakṣman,nānārthavargaḥ
10607,pakṣman,nānārthavargaḥ
10608,parvan,nānārthavargaḥ
10609,parvan,nānārthavargaḥ
10610,vartman,nānārthavargaḥ
10611,kaupīna,nānārthavargaḥ
10612,kaupīna,nānārthavargaḥ
10613,maithuna,nānārthavargaḥ
10614,maithuna,nānārthavargaḥ
10615,pradhāna,nānārthavargaḥ
10616,pradhāna,nānārthavargaḥ
10617,prajñāna,nānārthavargaḥ
10618,prajñāna,nānārthavargaḥ
10619,prasūna,nānārthavargaḥ
10620,nidhana,nānārthavargaḥ
10621,nidhana,nānārthavargaḥ
10622,krandana,nānārthavargaḥ
10623,krandana,nānārthavargaḥ
10624,varṣman,nānārthavargaḥ
10625,dhāman,nānārthavargaḥ
10626,dhāman,nānārthavargaḥ
10627,dhāman,nānārthavargaḥ
10628,dhāman,nānārthavargaḥ
10629,saṃsthāna,nānārthavargaḥ
10630,saṃsthāna,nānārthavargaḥ
10631,lakṣman,nānārthavargaḥ
10632,ācchādana,nānārthavargaḥ
10633,ārādhana,nānārthavargaḥ
10634,ārādhana,nānārthavargaḥ
10635,ārādhana,nānārthavargaḥ
10636,adhiṣṭhāna,nānārthavargaḥ
10637,adhiṣṭhāna,nānārthavargaḥ
10638,adhiṣṭhāna,nānārthavargaḥ
10639,adhiṣṭhāna,nānārthavargaḥ
10640,ratna,nānārthavargaḥ
10641,talina,nānārthavargaḥ
10642,talina,nānārthavargaḥ
10643,samāna,nānārthavargaḥ
10644,samāna,nānārthavargaḥ
10645,samāna,nānārthavargaḥ
10646,piśuna,nānārthavargaḥ
10647,piśuna,nānārthavargaḥ
10648,hīna,nānārthavargaḥ
10649,hīna,nānārthavargaḥ
10650,nyūna,nānārthavargaḥ
10651,nyūna,nānārthavargaḥ
10652,tarasvin,nānārthavargaḥ
10653,tarasvin,nānārthavargaḥ
10654,abhipanna,nānārthavargaḥ
10655,abhipanna,nānārthavargaḥ
10656,abhipanna,nānārthavargaḥ
10657,kalāpa,nānārthavargaḥ
10658,kalāpa,nānārthavargaḥ
10659,kalāpa,nānārthavargaḥ
10660,kalāpa,nānārthavargaḥ
10661,parīvāpa,nānārthavargaḥ
10662,parīvāpa,nānārthavargaḥ
10663,parīvāpa,nānārthavargaḥ
10664,gopa,nānārthavargaḥ
10665,vṛṣākapi,nānārthavargaḥ
10666,vṛṣākapi,nānārthavargaḥ
10667,bāṣpa,nānārthavargaḥ
10668,bāṣpa,nānārthavargaḥ
10669,kaśipu,nānārthavargaḥ
10670,kaśipu,nānārthavargaḥ
10671,talpa,nānārthavargaḥ
10672,talpa,nānārthavargaḥ
10673,talpa,nānārthavargaḥ
10674,viṭapa,nānārthavargaḥ
10675,prāptarūpa,nānārthavargaḥ
10676,prāptarūpa,nānārthavargaḥ
10677,svarūpa,nānārthavargaḥ
10678,svarūpa,nānārthavargaḥ
10679,abhirūpa,nānārthavargaḥ
10680,abhirūpa,nānārthavargaḥ
10681,kacchapī,nānārthavargaḥ
10682,kacchapī,nānārthavargaḥ
10683,kutapa,nānārthavargaḥ
10684,gandharva,nānārthavargaḥ
10685,kambu,nānārthavargaḥ
10686,dvijihva,nānārthavargaḥ
10687,dvijihva,nānārthavargaḥ
10688,kumbha,nānārthavargaḥ
10689,ḍimbha,nānārthavargaḥ
10690,stambha,nānārthavargaḥ
10691,stambha,nānārthavargaḥ
10692,śambhu,nānārthavargaḥ
10693,garbha,nānārthavargaḥ
10694,garbha,nānārthavargaḥ
10695,visrambha,nānārthavargaḥ
10696,dundubhi,nānārthavargaḥ
10697,kusumbha,nānārthavargaḥ
10698,nābhi,nānārthavargaḥ
10699,surabhi,nānārthavargaḥ
10700,sabhā,nānārthavargaḥ
10701,vallabha,nānārthavargaḥ
10702,raśmi,nānārthavargaḥ
10703,plavaṅgama,nānārthavargaḥ
10704,plavaṅgama,nānārthavargaḥ
10705,kāma,nānārthavargaḥ
10706,parākrama,nānārthavargaḥ
10707,parākrama,nānārthavargaḥ
10708,dharma,nānārthavargaḥ
10709,dharma,nānārthavargaḥ
10710,dharma,nānārthavargaḥ
10711,dharma,nānārthavargaḥ
10712,dharma,nānārthavargaḥ
10713,dharma,nānārthavargaḥ
10714,upakrama,nānārthavargaḥ
10715,upakrama,nānārthavargaḥ
10716,nigama,nānārthavargaḥ
10717,nigama,nānārthavargaḥ
10718,nigama,nānārthavargaḥ
10719,naigama,nānārthavargaḥ
10720,rāma,nānārthavargaḥ
10721,rāma,nānārthavargaḥ
10722,rāma,nānārthavargaḥ
10723,grāma,nānārthavargaḥ
10724,grāma,nānārthavargaḥ
10725,vikrama,nānārthavargaḥ
10726,stoma,nānārthavargaḥ
10727,stoma,nānārthavargaḥ
10728,jihma,nānārthavargaḥ
10729,jihma,nānārthavargaḥ
10730,uṣṇa,nānārthavargaḥ
10731,uṣṇa,nānārthavargaḥ
10732,uṣṇa,nānārthavargaḥ
10733,vibhrama,nānārthavargaḥ
10734,gulma,nānārthavargaḥ
10735,gulma,nānārthavargaḥ
10736,jāmi,nānārthavargaḥ
10737,jāmi,nānārthavargaḥ
10738,kṣamā,nānārthavargaḥ
10739,kṣama,nānārthavargaḥ
10740,kṣama,nānārthavargaḥ
10741,kṣama,nānārthavargaḥ
10742,śyāma,nānārthavargaḥ
10743,śyāmā,nānārthavargaḥ
10744,lalāma,nānārthavargaḥ
10745,lalāma,nānārthavargaḥ
10746,lalāma,nānārthavargaḥ
10747,lalāma,nānārthavargaḥ
10748,lalāma,nānārthavargaḥ
10749,sūkṣma,nānārthavargaḥ
10750,prathama,nānārthavargaḥ
10751,vāma,nānārthavargaḥ
10752,vāma,nānārthavargaḥ
10753,adhama,nānārthavargaḥ
10754,yātayāma,nānārthavargaḥ
10755,yātayāma,nānārthavargaḥ
10756,tārkṣya,nānārthavargaḥ
10757,kṣaya,nānārthavargaḥ
10758,śvaśurya,nānārthavargaḥ
10759,śvaśurya,nānārthavargaḥ
10760,bhrātṛvya,nānārthavargaḥ
10761,bhrātṛvya,nānārthavargaḥ
10762,parjanya,nānārthavargaḥ
10763,parjanya,nānārthavargaḥ
10764,arya,nānārthavargaḥ
10765,tiṣya,nānārthavargaḥ
10766,tiṣya,nānārthavargaḥ
10767,paryāya,nānārthavargaḥ
10768,pratyaya,nānārthavargaḥ
10769,pratyaya,nānārthavargaḥ
10770,pratyaya,nānārthavargaḥ
10771,pratyaya,nānārthavargaḥ
10772,pratyaya,nānārthavargaḥ
10773,pratyaya,nānārthavargaḥ
10774,pratyaya,nānārthavargaḥ
10775,anuśaya,nānārthavargaḥ
10776,anuśaya,nānārthavargaḥ
10777,sthūloccaya,nānārthavargaḥ
10778,sthūloccaya,nānārthavargaḥ
10779,samaya,nānārthavargaḥ
10780,samaya,nānārthavargaḥ
10781,samaya,nānārthavargaḥ
10782,samaya,nānārthavargaḥ
10783,samaya,nānārthavargaḥ
10784,anaya,nānārthavargaḥ
10785,anaya,nānārthavargaḥ
10786,anaya,nānārthavargaḥ
10787,anaya,nānārthavargaḥ
10788,atyaya,nānārthavargaḥ
10789,atyaya,nānārthavargaḥ
10790,atyaya,nānārthavargaḥ
10791,atyaya,nānārthavargaḥ
10792,samparāya,nānārthavargaḥ
10793,samparāya,nānārthavargaḥ
10794,samparāya,nānārthavargaḥ
10795,pūjya,nānārthavargaḥ
10796,sannaya,nānārthavargaḥ
10797,sannaya,nānārthavargaḥ
10798,saṃstyāya,nānārthavargaḥ
10799,saṃstyāya,nānārthavargaḥ
10800,praṇaya,nānārthavargaḥ
10801,praṇaya,nānārthavargaḥ
10802,praṇaya,nānārthavargaḥ
10803,samucchraya,nānārthavargaḥ
10804,viṣaya,nānārthavargaḥ
10805,viṣaya,nānārthavargaḥ
10806,kaṣāya,nānārthavargaḥ
10807,pratiśraya,nānārthavargaḥ
10808,prāya,nānārthavargaḥ
10809,prāya,nānārthavargaḥ
10810,manyu,nānārthavargaḥ
10811,manyu,nānārthavargaḥ
10812,manyu,nānārthavargaḥ
10813,guhya,nānārthavargaḥ
10814,guhya,nānārthavargaḥ
10815,satya,nānārthavargaḥ
10816,satya,nānārthavargaḥ
10817,vīrya,nānārthavargaḥ
10818,vīrya,nānārthavargaḥ
10819,dravya,nānārthavargaḥ
10820,dravya,nānārthavargaḥ
10821,dhiṣṇya,nānārthavargaḥ
10822,dhiṣṇya,nānārthavargaḥ
10823,dhiṣṇya,nānārthavargaḥ
10824,dhiṣṇya,nānārthavargaḥ
10825,bhāgya,nānārthavargaḥ
10826,gāṅgeya,nānārthavargaḥ
10827,viśalyā,nānārthavargaḥ
10828,vṛṣākapāyī,nānārthavargaḥ
10829,vṛṣākapāyī,nānārthavargaḥ
10830,abhikhyā,nānārthavargaḥ
10831,abhikhyā,nānārthavargaḥ
10832,kriyā,nānārthavargaḥ
10833,kriyā,nānārthavargaḥ
10834,kriyā,nānārthavargaḥ
10835,kriyā,nānārthavargaḥ
10836,kriyā,nānārthavargaḥ
10837,kriyā,nānārthavargaḥ
10838,kriyā,nānārthavargaḥ
10839,kriyā,nānārthavargaḥ
10840,kriyā,nānārthavargaḥ
10841,chāyā,nānārthavargaḥ
10842,chāyā,nānārthavargaḥ
10843,chāyā,nānārthavargaḥ
10844,chāyā,nānārthavargaḥ
10845,kakṣyā,nānārthavargaḥ
10846,kakṣyā,nānārthavargaḥ
10847,kṛtyā,nānārthavargaḥ
10848,kṛtyā,nānārthavargaḥ
10849,kṛtyā,nānārthavargaḥ
10850,janya,nānārthavargaḥ
10851,jaghanya,nānārthavargaḥ
10852,vaktavya,nānārthavargaḥ
10853,vaktavya,nānārthavargaḥ
10854,kalya,nānārthavargaḥ
10855,arthya,nānārthavargaḥ
10856,arthya,nānārthavargaḥ
10857,puṇya,nānārthavargaḥ
10858,rūpya,nānārthavargaḥ
10859,rūpya,nānārthavargaḥ
10860,vadānya,nānārthavargaḥ
10861,madhya,nānārthavargaḥ
10862,saumya,nānārthavargaḥ
10863,saumya,nānārthavargaḥ
10864,vāra,nānārthavargaḥ
10865,saṃstara,nānārthavargaḥ
10866,saṃstara,nānārthavargaḥ
10867,dvāpara,nānārthavargaḥ
10868,dvāpara,nānārthavargaḥ
10869,prakāra,nānārthavargaḥ
10870,prakāra,nānārthavargaḥ
10871,ākāra,nānārthavargaḥ
10872,kiṃśāru,nānārthavargaḥ
10873,maru,nānārthavargaḥ
10874,adri,nānārthavargaḥ
10875,adri,nānārthavargaḥ
10876,payodhara,nānārthavargaḥ
10877,payodhara,nānārthavargaḥ
10878,vṛtra,nānārthavargaḥ
10879,vṛtra,nānārthavargaḥ
10880,vṛtra,nānārthavargaḥ
10881,kara,nānārthavargaḥ
10882,pradara,nānārthavargaḥ
10883,pradara,nānārthavargaḥ
10884,pradara,nānārthavargaḥ
10885,asra,nānārthavargaḥ
10886,tūvara,nānārthavargaḥ
10887,tūvara,nānārthavargaḥ
10888,rai,nānārthavargaḥ
10889,parikara,nānārthavargaḥ
